"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Mittall D.; Kumar K.; Hashmi S.N.; Kumar P.; Nanda A.; Chandra S.","Mittall, Dhruv (57204974437); Kumar, Kaushtubh (58827406500); Hashmi, Saquib Nadeem (57204978831); Kumar, Prakash (58513496200); Nanda, Aparajita (56537859900); Chandra, Satish (57192100093)","57204974437; 58827406500; 57204978831; 58513496200; 56537859900; 57192100093","Performance Comparison of Deep and Shallow Network for Quadcopter Automation","2018","2018 13th International Conference on Industrial and Information Systems, ICIIS 2018 - Proceedings","","","8721383","143","147","1","10.1109/ICIINFS.2018.8721383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067189070&doi=10.1109%2FICIINFS.2018.8721383&partnerID=40&md5=11b5bd6998492149db25a909f8b0d10a","Traditional learning approaches on controlling the quadcopters or helicopter deal with the performance improvement of specific trajectory by iterative methods. However, existing schemes do not discuss the accumulation of information from training trajectories. Motivated by the generalization capability of deep learning, in this paper, we try to synthesize control for trajectories using a neural network-based model. Initially, the quadrotor is assigned to a random position with a fixed target position. To reach target location, the performance of the quadrotor is observed with an emphasis on reward values which is modulated by the change in its positions and velocities. The proposed deep network is able to perform tasks such as takeover, landing, and hover. The experimental analysis yields a better performance of deep network over a shallow network. © 2018 IEEE.","Actor-critic; Deep Deterministic Policy Gradient (DDPG); Deep reinforcement learning; Markov Decision Process (MDP); Quadcopter Automation","Information systems; Information use; Iterative methods; Learning algorithms; Markov processes; Reinforcement learning; Trajectories; Actor critic; Experimental analysis; Generalization capability; Markov Decision Processes; Network-based modeling; Performance comparison; Policy gradient; Traditional learning; Deep learning","Conference paper","Final","","Scopus","2-s2.0-85067189070"
"Karakostas I.; Mademlis I.; Nikolaidis N.; Pitas I.","Karakostas, I. (57204843269); Mademlis, Ioannis (56436769200); Nikolaidis, N. (7006823545); Pitas, Ioannis (35569279700)","57204843269; 56436769200; 7006823545; 35569279700","Shot type constraints in UAV cinematography for autonomous target tracking","2020","Information Sciences","506","","","273","294","31","10.1016/j.ins.2019.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070191227&doi=10.1016%2Fj.ins.2019.08.011&partnerID=40&md5=266841ef20a6cce1802593ac2edc138c","During the past years, camera-equipped Unmanned Aerial Vehicles (UAVs) have revolutionized aerial cinematography, allowing easy acquisition of impressive footage. In this context, autonomous functionalities based on machine learning and computer vision modules are gaining ground. During live coverage of outdoor events, an autonomous UAV may visually track and follow a specific target of interest, under a specific desired shot type, mainly adjusted by choosing appropriate focal length and UAV/camera trajectory relative to the target. However, the selected UAV/camera trajectory and the object tracker requirements (which impose limits on the maximum allowable focal length) affect the range of feasible shot types, thus constraining cinematography planning. Therefore, this paper explores the interplay between cinematography and computer vision in the area of autonomous UAV filming. UAV target-tracking trajectories are formalized and geometrically modeled, so as to analytically compute maximum allowable focal length per scenario, to avoid 2D visual tracker failure. Based on this constraint, formulas for estimating the appropriate focal length to achieve the desired shot type in each situation are extracted, so as to determine shot feasibility. Such rules can be embedded into practical UAV intelligent shooting systems, in order to enhance their robustness by facilitating on-the-fly adjustment of the cinematography plan. © 2019 Elsevier Inc.","Autonomous drones; Shot type; Target tracking; UAV Cinematography","Antennas; Clutter (information theory); Computer vision; Drones; Embedded systems; Target drones; Target tracking; Trajectories; Autonomous target tracking; Autonomous UAV; Focal lengths; On the flies; On-machines; Shot type; Type constraints; Aircraft detection","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85070191227"
"Besson Z.; Sun M.; Petrunin I.; Hill A.; Johnson D.","Besson, Zoe (59714331200); Sun, Mengwei (55603628700); Petrunin, Ivan (7003772885); Hill, Andrew (59714331300); Johnson, David (59713911900)","59714331200; 55603628700; 7003772885; 59714331300; 59713911900","Machine Learning Enhanced Multi-sensor Fusion for Air Traffic Surveillance","2025","AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2025","","","","","","0","10.2514/6.2025-0629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001292967&doi=10.2514%2F6.2025-0629&partnerID=40&md5=77c4f3aae435f0b02f6d9f5c3327b39c","The rapid proliferation of Unmanned Aerial Vehicles (UAVs) in civilian airspace has introduced significant challenges to air traffic management, including collision risks and unauthorized airspace intrusions. Existing sensing technologies, such as radar, ADS-B, cameras, and acoustic sensors, face individual limitations related to environmental constraints, spoofing risks, and range restrictions, rendering them insufficient for robust UAV detection and tracking. This paper presents a novel machine learning-based multi-sensor fusion framework to address these challenges. The proposed approach integrates acoustic, visual, radar, and ADS-B sensor data through a three-tier fusion architecture. The first tier fuses acoustic and visual data for enhanced detection capabilities, the second tier incorporates radar data using Extended Kalman Filters (EKF) for trajectory estimation, and the third tier employs high level fusion for temporal data fusion with ADS-B. Extensive simulations and performance evaluations demonstrate that the proposed method significantly improves detection accuracy and tracking robustness compared to traditional single-sensor approaches. This work represents a critical step toward enabling safer and more reliable UAV operations in complex, shared airspace environments. © 2025, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.","","Air navigation; Air traffic control; Air transportation; Aircraft accidents; Aircraft detection; Civil aviation; Control towers; Deceleration; Intrusion detection; Radar tracking; Sensor data fusion; Steganography; Unmanned aerial vehicles (UAV); Aerial vehicle; Air Traffic Management; Air traffics; Camera sensor; Civilian airspace; Collision risks; Machine-learning; Multi-sensor fusion; Sensing technology; Traffic surveillance; Extended Kalman filters","Conference paper","Final","","Scopus","2-s2.0-105001292967"
"Liu Y.-C.; Wu Z.-Y.; Song P.-C.","Liu, Yong-Ce (58138111200); Wu, Zi-Yang (55832506400); Song, Peng-Cheng (57223432131)","58138111200; 55832506400; 57223432131","Online Trajectory Optimization for UAV-Assisted Hybrid FSO/RF Network With QoS-Guarantee","2023","IEEE Communications Letters","27","5","","1357","1361","11","10.1109/LCOMM.2023.3252725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149874255&doi=10.1109%2FLCOMM.2023.3252725&partnerID=40&md5=baeead2e66f72a9f8b00d3263d2aaf2d","This letter investigates a hybrid FSO/RF wireless network supported by the unnamed aerial vehicle (UAV), providing coverage for mobile vehicles. Albeit mobility and signal-propagation impede quality-of-service (QoS), existing research, however, ignores the impact of practical mobility that reshapes the behaviour pattern UAVs would learn to conduct. This letter proposes a deep reinforcement learning (DRL) algorithm with proximal policy optimization (PPO) to guarantee the UAV-supported QoS through trajectory optimization online. Under various setups of speed limitation of vehicles and QoS requirements, our numerical results demonstrate the effectiveness and robustness of the herein proposed algorithm.  © 1997-2012 IEEE.","deep reinforcement learning (DRL); hybrid FSO/RF; proximal policy optimization (PPO); quality-of-service (QoS); Unnamed aerial vehicle (UAV)","Aerodynamics; Antennas; Deep learning; Radio transmission; Reinforcement learning; Trajectories; Unmanned aerial vehicles (UAV); Vehicle transmissions; Atmospheric modeling; Deep reinforcement learning; Hybrid FSO/RF; Mobility modeling; Policy optimization; Proximal policy optimization; Quality-of-service; Radiofrequencies; Reinforcement learnings; Unnamed aerial vehicle; Unnamed aerial vehicles; Quality of service","Article","Final","","Scopus","2-s2.0-85149874255"
"Zhang D.; Wang X.; Zhou Q.; Hu Y.; Bai H.","Zhang, Di (57989461200); Wang, Xuewen (59665387800); Zhou, Qunchao (59664794100); Hu, Yashi (60162907900); Bai, Hongjie (60162834100)","57989461200; 59665387800; 59664794100; 60162907900; 60162834100","The Application of Reinforcement Learning Algorithms in UAV Flight Control Training Courses","2025","Proceedings of 2025 6th International Conference on Education, Knowledge and Information Management, ICEKIM 2025","","","","550","554","0","10.1145/3756580.3756670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020258823&doi=10.1145%2F3756580.3756670&partnerID=40&md5=4a5480d5febdf6cb5bb264a6bd7edc96","Nowadays, traditional methods about UAV flight training field face many challenges such as high risks, high costs, and insufficient generalization. In this paper, it discusses on the application of imitation learning algorithms in UAV control training field, especially exploring three algorithms such as Behavior Cloning (BC), Inverse Reinforcement Learning (IRL), and Generative Adversarial Imitation Learning (GAIL). Research has show that: 1) Although BC is very applicable for rapid training of standardized trajectories through supervised learning, it still exists distribution shift issues; 2) IRL can carry out multi-objective optimization by obtaining reward functions, but this way brings high computational complexity; 3) GAIL could enhance adaptabilities in the complex environments by utilizing generative adversarial networks to approximate expert trajectory distributions, but it probably meets the mode collapse issues. The paper also discusses algorithm optimization strategies about different aspects such as hierarchical reward design, data augmentation, and trajectory truncation techniques. This work can provides selection advice in different scenarios, especially from the entry-level training to engineering deployment. About the future work, the paper also mentions in multi-agent collaboration, demonstration-free learning, and physical constraint embedding aspects, and it is helpful to promote the in-depth application of imitation learning in UAV autonomous control. © 2025 Copyright held by the owner/author(s).","Flight control; Imitation learning; Training courses; UAV","Adversarial machine learning; Aircraft control; Complex networks; Computer aided instruction; Curricula; Engineering education; Generative adversarial networks; Inverse problems; Learning algorithms; Multi agent systems; Multiobjective optimization; Reinforcement learning; Supervised learning; Trajectories; Flight control; Flight training; Generalisation; High costs; Imitation learning; Inverse reinforcement learning; Multi-objectives optimization; Reinforcement learning algorithms; Training course; UAV control; Unmanned aerial vehicles (UAV)","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105020258823"
"Wang L.; Wu W.; Tian F.; Hu H.","Wang, Lingyi (57464939600); Wu, Wei (55707459500); Tian, Feng (57203095234); Hu, Han (55536249000)","57464939600; 55707459500; 57203095234; 55536249000","Intelligent Resource Allocation for UAV-Enabled Spectrum Sharing Semantic Communication Networks","2023","International Conference on Communication Technology Proceedings, ICCT","","","","1359","1363","33","10.1109/ICCT59356.2023.10419853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186065233&doi=10.1109%2FICCT59356.2023.10419853&partnerID=40&md5=5fef617c796f41c27d0bc08fb4b9475f","Spectrum sharing technology has been widely used for better spectrum efficiency. However, the interference issue between the primary and secondary networks poses a significant concern. Semantic communication, being a pivotal technology for the sixth-generation (6G) wireless communication, exhibits remarkable interference robustness even under conditions of low signal-to-noise ratio (SNR). In this paper, intelligent resource allocation for unmanned aerial vehicle (UAV)-enabled spectrum sharing semantic communication networks with OFDM is investigated, where UAVs provide task-oriented semantic services to secondary users (SUs) in the non-line-of-sight range of the base station. To maximize the semantic spectrum efficiency (S-SE) of the secondary network, the subchannel assignment, the semantic symbols assignment, the transmit beamforming of the UAV and the trajectory of the UAV are jointly optimized. To construct a forward-looking intelligent communication network, a novel resource allocation algorithm using DDQN-DDPG approach is proposed to effectively address intricate non-convex optimization problems. Simulation results show that our proposed scheme outperforms the benchmark schemes in terms of S-SE, and our proposed intelligent resource allocation algorithm exhibits impeccable convergence behavior. © 2023 IEEE.","deep reinforcement learning; semantic communication; Spectrum sharing; unmanned aerial vehicle","Antennas; Deep learning; Reinforcement learning; Resource allocation; Semantic Web; Semantics; Signal to noise ratio; Unmanned aerial vehicles (UAV); Vehicle to vehicle communications; Wireless networks; Aerial vehicle; Communications networks; Deep reinforcement learning; Intelligent resource; Reinforcement learnings; Resources allocation; Semantic communication; Spectra efficiency; Spectrum sharing; Unmanned aerial vehicle; Spectrum efficiency","Conference paper","Final","","Scopus","2-s2.0-85186065233"
"Li Q.; Xian B.; Shao P.","Li, Qingsong (60077017700); Xian, Bin (6701308097); Shao, Peng (59995519000)","60077017700; 6701308097; 59995519000","Trajectory Planning for Multi-UAV Dynamic Target Pursuit Based on the Deep Reinforcement Learning","2025","Chinese Control Conference, CCC","","","","4733","4738","0","10.23919/CCC64809.2025.11179539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020281869&doi=10.23919%2FCCC64809.2025.11179539&partnerID=40&md5=dfd0bd37019694122f7fc1cfc93ad798","Recent research on multi-UAV swarms has revealed significant application potential across various fields. This paper addresses challenges in trajectory planning for dynamic target pursuit, including inter-UAV collision avoidance, obstacle avoidance, and the design of reward functions in reinforcement learning. A deep reinforcement learning algorithm incorporating a phased reward function is proposed. In this paper, this method can enable the tracer UAVs enabling tracer UAVs to generate expected trajectories from the starting point to the target UAV in complex random environments while avoiding collisions. The proposed algorithm constructs a multi-stage reward function for tracking and collision avoidance, allowing UAVs to interact with a constructed random obstacle environment as independent agents. By utilizing generated experience data, the policy networks are trained through a centralized training and decentralized execution approach. Simulations with three tracer UAVs following a dynamic target demonstrate that the proposed algorithm efficiently completes tracking tasks in complex environments, and validate its generalization capability under multiple random scenarios. © 2025 Technical Committee on Control Theory, Chinese Association of Automation.","Collision Avoidance; Deep reinforcement learning; Multi-UAV; Reward Function; Trajectory planning","Aircraft detection; Complex networks; Control theory; Deep learning; Deep reinforcement learning; Dynamics; Learning algorithms; Trajectories; Unmanned aerial vehicles (UAV); Collisions avoidance; Dynamic target; Multi UAV; Obstacles avoidance; Random environment; Recent researches; Reinforcement learning algorithms; Reinforcement learnings; Reward function; Trajectory Planning; Collision avoidance; Reinforcement learning","Conference paper","Final","","Scopus","2-s2.0-105020281869"
"He M.; Chen C.; Liu J.; Li C.; Lyu X.; Huang G.; Meng Z.","He, Mengfan (58555192300); Chen, Chao (58882044800); Liu, Jiacheng (59293637000); Li, Chunyu (57221706174); Lyu, Xu (57217675858); Huang, Guoquan (56422882400); Meng, Ziyang (24169677800)","58555192300; 58882044800; 59293637000; 57221706174; 57217675858; 56422882400; 24169677800","AerialVL: A Dataset, Baseline and Algorithm Framework for Aerial-Based Visual Localization with Reference Map","2024","IEEE Robotics and Automation Letters","9","10","","8210","8217","11","10.1109/LRA.2024.3441491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200813211&doi=10.1109%2FLRA.2024.3441491&partnerID=40&md5=6b0ca55939aef57b35fbd9209d26a960","Visual localization plays an essential role in the autonomous flight of Unmanned Aerial Vehicles (UAVs) especially for the Global Navigation Satellite System (GNSS) denied environments. Existing aerial-based visual localization methods mainly focus on eliminating image variance between database map and captured frames. However, these is a lack of public dataset and baseline for method comparisons, which impedes the development of aerial-based visual localization. To address this issue, we construct AerialVL, a large-scale dataset, which is collected using UAV flying at different altitudes, along various routes, and during diverse time periods. AerialVL consists of 11 image sequences covering approximately 70 km of trajectory and includes a reference satellite image database corresponding to the flight area. Leveraging AerialVL, we perform thorough evaluations on various mainstream solutions designed for aerial-based visual localization for the first time. This evaluation encompasses visual place recognition, visual alignment localization and visual odometry, serving as comparison baselines. Furthermore, we present a general aerial-based visual localization framework, which unifies various methods and integrates them into a modular architecture. We note that across all flight trajectories, the proposed framework achieves higher localization accuracy and robustness against the existing methods.  © 2016 IEEE.","Deep learning for visual perception; localization; recognition; vision-based navigation","Air navigation; Autonomous vehicles; Communication satellites; Deep learning; Large datasets; Satellite antennas; Trajectories; Unmanned aerial vehicles (UAV); Aerial vehicle; Deep learning for visual perception; Global Navigation Satellite Systems; Localisation; Location awareness; Recognition; Satellite images; Vision based navigation; Visual localization; Visual perception; Global positioning system","Article","Final","","Scopus","2-s2.0-85200813211"
"Bokani A.; Yadegaridehkordi E.; Kanhere S.S.","Bokani, Ayub (56022294300); Yadegaridehkordi, Elaheh (54929925400); Kanhere, Salil S. (8843325700)","56022294300; 54929925400; 8843325700","LSTM-H: A Hybrid Deep Learning Model for Accurate Livestock Movement Prediction in UAV-Based Monitoring Systems","2025","Drones","9","5","346","","","4","10.3390/drones9050346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006853062&doi=10.3390%2Fdrones9050346&partnerID=40&md5=f290c392774b0f89e290c39bd38c0d65","Accurately predicting livestock movement is a cornerstone of precision agriculture, enabling smarter resource management, improved animal welfare, and enhanced productivity. However, the unpredictable and dynamic nature of livestock behavior poses significant challenges for traditional mobility prediction models. This study introduces LSTM-H, a hybrid deep learning model that combines the sequential learning power of Long Short-Term Memory (LSTM) networks with the real-time correction capabilities of Kalman Filters (KFs) to enhance livestock movement prediction within UAV-based monitoring frameworks. The results demonstrate that LSTM-H achieves a mean error of just 11.51 m for the first step and 40.68 m over a 30-step prediction horizon, outperforming state-of-the-art models by 4.3–14.8 times. Furthermore, LSTM-H exhibits robustness across noisy and dynamic conditions, with a 90% probability of errors below 13 m, as shown through cumulative error analysis. This enhanced accuracy enables UAVs to optimize flight trajectories, reducing energy consumption and improving monitoring efficiency in real-world agricultural settings. By bridging deep learning and adaptive filtering, LSTM-H not only enhances prediction accuracy but also paves the way for scalable, real-time livestock and UAV monitoring systems with transformative potential for precision agriculture. © 2025 by the authors.","AI-driven precision agriculture; deep learning; livestock monitoring; spatiotemporal forecasting; UAV-based tracking","Target drones; AI-driven precision agriculture; Deep learning; Learning models; Livestock monitoring; Livestock movements; Movement prediction; Precision Agriculture; Short term memory; Spatio-temporal forecasting; UAV-based tracking; Deep learning","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105006853062"
"Liu X.; Yang J.; Yu D.; Liu B.; Yang Y.","Liu, Xiaojia (20436080200); Yang, Jun (60047135700); Yu, Dexin (12798231700); Liu, Bowei (58904618300); Yang, Yu (59318164300)","20436080200; 60047135700; 12798231700; 58904618300; 59318164300","A GAT-Transformer-Based Framework for Lane-Change Conflict Prediction in Highway Merging and Diverging Zones","2025","IEEE Access","13","","","144143","144158","1","10.1109/ACCESS.2025.3599104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013349159&doi=10.1109%2FACCESS.2025.3599104&partnerID=40&md5=28417c50a4f844b2504cfc7d06b95dcc","Frequent lane-changing maneuvers significantly increase the risk of traffic accidents on highways and constitute a critical factor affecting road safety. This study investigates the complex dynamic interactions that occur during vehicle lane changes in highway merging and diverging zones. Based on vehicle trajectory data captured from an autonomous aerial vehicle (AAV) perspective, a conflict prediction modeling approach is proposed that incorporates both trajectory features and spatiotemporal conflict characteristics. The method employs the attention mechanism of a graph attention network (GAT) to dynamically aggregate the spatial features of neighboring vehicles and integrates the self-attention mechanism of a Transformer to capture the temporal evolution of trajectories within a defined time window, thereby uncovering latent patterns and key distinguishing features of lane-changing conflicts in merging and diverging areas. Experimental results indicate that vehicles in merging zones exhibit higher lane-changing frequencies and greater lateral accelerations. Compared with baseline methods, the proposed GAT-Transformer-based conflict prediction model achieves superior performance, reaching a maximum prediction accuracy of 95.49% and an F1 score of 97.64%. These results underscore the model's effectiveness in balancing predictive precision with comprehensive detection of true conflicts. Furthermore, the model consistently maintains prediction accuracies above 90% under varying penetration rates and demonstrates strong robustness and reliability across different levels of data availability.  © 2013 IEEE.","deep learning; graph attention network; highway merging and diverging areas; Lane-change conflict prediction; vehicle trajectory data","Accident prevention; Antennas; Data reliability; Forecasting; Highway accidents; Highway engineering; Merging; Motor transportation; Prediction models; Road vehicles; Safety factor; Traffic control; Trajectories; Unmanned aerial vehicles (UAV); Conflict prediction; Deep learning; Graph attention network; Highway merging; Highway merging and diverging area; Lane change; Lane-change conflict prediction; Prediction modelling; Vehicle trajectories; Vehicle trajectory data; Deep learning","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105013349159"
"Zhang G.; Liu G.; Cui H.; Zhong F.","Zhang, Guocai (57193831656); Liu, Guixiong (23970953900); Cui, Huaifeng (60389522000); Zhong, Fei (59489544900)","57193831656; 23970953900; 60389522000; 59489544900","A Hybrid Deep Reinforcement Learning Strategy with Visual Servoing and Expert Guidance for Unmanned Aerial Vehicle Autonomous Docking of Cylindrical Splice Sleeves","2026","IEEE Internet of Things Journal","","","","","","0","10.1109/JIOT.2026.3662388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030071742&doi=10.1109%2FJIOT.2026.3662388&partnerID=40&md5=ccc40142a6c464e33ad6b997ac99eb6a","To address the absence of reference paradigms, limited generalization, and low learning efficiency in unmanned aerial vehicle (UAV) autonomous docking with transmission line splice sleeves under dynamic environments, this paper proposes an Expert-Guided Hybrid Deep Reinforcement Learning (EG-HDRL) strategy integrating intelligent visual servoing. The approach combines a model-based Visual Servo Proportional–Integral–Depth Control (VSPIDC) analytical controller—explicitly defined by mathematical models and requiring no training—with the Soft Actor-Critic (SAC) algorithm for high-dimensional policy optimization, enhancing VSPIDC’s generalization capability and improving DRL training efficiency. In the framework, VSPIDC serves as a fixed expert policy to generate reference trajectories, guiding SAC through a five-stage training pipeline: expert demonstration, behavior cloning, DAgger augmentation, offline fine-tuning, and dynamic hybrid training, enabling a smooth transition from analytical control to data-driven learning. A PX4 + GAZEBO + ROS simulation platform with wind disturbance modeling is developed. Experimental results show that EG-HDRL achieves a 91% docking success rate under baseline wind conditions, outperforming SAC (87%) and VSPIDC (71%), and reduces training time by 10.8% compared with SAC. The visual perception module’s mAP@50~90 significantly impacts convergence stability and state estimation accuracy, while generalization tests confirm robustness across varying wind speeds and directions. This study provides a viable reference for high-precision UAV docking in dynamic environments with strong potential for engineering applications. © 2014 IEEE.","Autonomous Docking; Expert-Guided Reinforcement Learning; Splice Sleeves; UAV","Antennas; Deep learning; Deep reinforcement learning; Docking; Reinforcement learning; Two term control systems; Vehicle transmissions; Visual servoing; Actor critic; Aerial vehicle; Autonomous docking; Depth control; Expert-guided reinforcement learning; Learning strategy; Proportional integral; Reinforcement learnings; Splice sleeve; Unmanned aerial vehicle; Unmanned aerial vehicles (UAV)","Article","Article in press","","Scopus","2-s2.0-105030071742"
"Stevsic S.; Nageli T.; Alonso-Mora J.; Hilliges O.","Stevsic, Stefan (57105845500); Nageli, Tobias (56423722400); Alonso-Mora, Javier (37057150200); Hilliges, Otmar (14041644100)","57105845500; 56423722400; 37057150200; 14041644100","Sample Efficient Learning of Path Following and Obstacle Avoidance Behavior for Quadrotors","2018","IEEE Robotics and Automation Letters","3","4","8412596","3852","3859","22","10.1109/LRA.2018.2856922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063305335&doi=10.1109%2FLRA.2018.2856922&partnerID=40&md5=3356cad197f346587be12961af3cee47","In this letter, we propose an algorithm for the training of neural network control policies for quadrotors. The learned control policy computes control commands directly from sensor inputs and is, hence, computationally efficient. An imitation learning algorithm produces a policy that reproduces the behavior of a supervisor. The supervisor provides demonstrations of path following and collision avoidance maneuvers. Due to the generalization ability of neural networks, the resulting policy performs local collision avoidance, while following a global reference path. The algorithm uses a time-free model-predictive path-following controller as a supervisor. The controller generates demonstrations by following few example paths. This enables an easy-to-implement learning algorithm that is robust to errors of the model used in the model-predictive controller. The policy is trained on the real quadrotor, which requires collision-free exploration around the example path. An adapted version of the supervisor is used to enable exploration. Thus, the policy can be trained from a relatively small number of examples on the real quadrotor, making the training sample efficient. © 2016 IEEE.","Collision avoidance; deep learning in robotics and automation","Collision avoidance; Controllers; Deep learning; Personnel training; Supervisory personnel; Trajectories; Collision avoidance maneuver; Computational model; Model predictive controllers; Obstacle avoidance behaviors; Path following controller; Prediction algorithms; Predictive models; Robot sensing system; Learning algorithms","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85063305335"
"Chen X.; Ma R.","Chen, Xuefeng (57772954600); Ma, Rui (57936124800)","57772954600; 57936124800","Cognitive UAV-IRS planning for semantic-aware mobile edge computing networks","2025","Physical Communication","68","","102589","","","2","10.1016/j.phycom.2024.102589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213034913&doi=10.1016%2Fj.phycom.2024.102589&partnerID=40&md5=08c784da5d0eec03f88bd86a45da477f","Unmanned aerial vehicle (UAV)-assisted mobile edge computing (MEC) networks offer a powerful solution for enhancing communication efficiency in resource-constrained environments and managing compute-intensive tasks. However, the inherent limitations of UAVs, such as restricted data storage, computation capability and battery capacity, hinder the maximum communication efficiency. For the first time, this paper investigates a semantic-aware mobile edge computing (SMEC) network, where task data is semantically compressed at the users and processed at edge computing servers. This approach aims to significantly reduce the transmission and storage overhead in UAV, and improve task performance in low signal-to-noise ratio (SNR). To further enhance transmission robustness and task performance, we incorporate a UAV-carried mobile intelligent reflecting surface (IRS). The objective is to minimize system costs while maintaining task performance, which requires the joint optimization of UAV trajectories, server pairings, user assignments, and IRS reflecting elements. This problem is NP-hard, posing significant computational challenges. To address the complexity of the formulated problem, we propose a novel cognitive UAV-IRS planning strategy based on deep reinforcement learning (DRL), where the UAV can infer the task intentions of the users. Simulation results demonstrate the effectiveness of our intelligent scheme, showing rapid convergence in solving the complex optimization problem. Comparative analysis with benchmark schemes reveals a substantial reduction in system costs and more robust task performance achieved by our proposed approach. © 2024","Cognitive semantic communication; Deep reinforcement learning; Mobile edge computing; Unmanned aerial vehicle","Aircraft communication; Benchmarking; Constrained optimization; Deep learning; Deep reinforcement learning; Mobile telecommunication systems; NP-hard; Reinforcement learning; Steganography; Unmanned aerial vehicles (UAV); Aerial vehicle; Cognitive semantic communication; Cognitive semantics; Edge computing; Reflecting surface; Reinforcement learnings; Semantic communication; Semantic-aware; Task performance; Unmanned aerial vehicle; Mobile edge computing","Article","Final","","Scopus","2-s2.0-85213034913"
"Zhu M.; Zhang D.","Zhu, Min (57189233002); Zhang, Dengyin (9633479700)","57189233002; 9633479700","Intelligent Sparse Vector Detection and Anomaly Analysis for Drone Identification in Dynamic Environments","2026","IEEE Internet of Things Journal","","","","","","0","10.1109/JIOT.2026.3669245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032811216&doi=10.1109%2FJIOT.2026.3669245&partnerID=40&md5=a82d5eefe65401696d23a699c4016076","Accurate detection and localisation of drones in dynamic battlefield environments remain challenging due to agile manoeuvres, occlusion effects, and unpredictable flight patterns. Traditional methods, such as vision-based tracking and Radio Frequency (RF) signal analysis, suffer from limited adaptability to real-time changes and high false-positive rates under cluttered conditions. To address these limitations, this paper proposes an Internet of Things-assisted Sparse Vector Detection Scheme (IoT-SVDS) that integrates recursive linear learning (RLL) and dynamic reference-position modelling. The IoT-SVDS first constructs a multi-dimensional feature vector (spatial coordinates, velocity, angular velocity) for each UAV, dynamically adjusted via adaptive filtering to mitigate occlusion and motion deviations. By fusing IoT sensor data and leveraging RLL, the system continuously refines prediction models without retraining, enabling rapid adaptation to novel flight patterns. Experimental validation in a simulated combat scenario (including RF jamming, sensor fusion, and hostile UAV swarms) demonstrates that IoT-SVDS outperforms state-of-the-art methods, achieving a 7.23% improvement in precision, an 11.07% reduction in localisation error, and 11.47% faster detection time compared to deep learning-based visual classifiers and RF-driven systems. Furthermore, the average trajectory deviation is reduced by 7.85%, validating its robustness in real-time battlefield communication and threat forecasting. These results highlight the potential of IoT-SVDS for military surveillance, autonomous engagement, and secure IoBT (Internet of Battlefield Things) applications. Future work will focus on enhancing the resilience and scalability of adversarial evasion in dense environments. © 2014 IEEE.","Dynamic Anomaly Detection; Internet of Battlefield Things (IoBT); Occlusion Mitigation; Real-time Drone Localisation; Recursive Linear Learning (RLL); Sensor Fusion; Sparse Vector Detection","Anomaly detection; Deep learning; Drones; Internet of things; Learning systems; Military applications; Military communications; Network security; Security systems; Vectors; Dynamic anomaly detections; Internet of battlefield thing; Localisation; Occlusion mitigation; Real- time; Real-time drone localization; Recursive linear learning; Sensor fusion; Sparse vector detection; Sparse vectors; Vector detection; Aircraft detection","Article","Article in press","","Scopus","2-s2.0-105032811216"
